ID,Fraction_ID,Envelope_num,Mass,MonoMz,Charge,Intensity,mzLo,mzHi,rtLo,rtHi,color,opacity,promex_score
2729,0,1,24133.4,805.454,30,670020,805.554,806.456,140.435,140.435,#FF0000,0.1,-376.264
2730,0,1,21562.2,981.108,22,344598,981.236,982.301,140.435,140.435,#FF0000,0.1,-1190.61
2730,0,1,21562.2,863.496,25,669820,863.596,864.558,143.003,143.003,#FF0000,0.1,-1190.61
2731,0,1,10734.1,565.961,19,669707,565.914,566.8,134.816,134.816,#FF0000,0.1,-530.545
2732,0,1,11150.4,697.907,16,630140,697.869,698.947,135.544,135.544,#FF0000,0.1,-191.386
2732,0,2,11150.4,656.913,17,1.18941e+06,656.872,657.897,134.816,135.544,#FF0000,0.1,-191.386
2733,0,1,19144.6,871.217,22,669369,871.299,872.319,137.868,137.868,#FF0000,0.1,-471.741
2734,0,1,12455.8,779.494,16,669328,779.519,780.596,132.856,132.856,#FF0000,0.1,-1322.05
2735,0,1,4365.36,874.079,5,669266,873.979,875.583,131.836,131.836,#FF0000,0.1,-713.193
2736,0,1,22697.6,873.991,26,669218,874.084,875.055,138.961,138.961,#FF0000,0.1,-603.085
2736,0,1,22697.6,757.593,30,328891,757.66,758.528,143.003,143.003,#FF0000,0.1,-603.085
2737,0,1,10167.9,1130.78,9,668980,1130.79,1132.44,125.985,125.985,#FF0000,0.1,-431.443
2737,0,1,10167.9,783.155,13,339793,783.132,784.335,130.463,130.463,#FF0000,0.1,-431.443
2738,0,1,23324.5,805.3,29,668828,805.408,806.299,130.113,130.113,#FF0000,0.1,-393.221
2739,0,1,18889,1260.27,15,668740,1260.44,1261.84,126.326,126.326,#FF0000,0.1,-841.923
2740,0,1,11888.2,661.466,18,668600,661.421,662.401,142.656,142.656,#FF0000,0.1,-435.237
2741,0,1,17845.6,776.902,23,668567,776.933,777.917,134.352,134.352,#FF0000,0.1,-710.977
2742,0,1,18721.1,669.618,28,668557,669.661,670.506,122.65,122.65,#FF0000,0.1,-415.147
2743,0,2,12150.8,868.92,14,676352,868.892,870.166,123.378,124.108,#FF0000,0.1,-459.638
2743,0,1,12150.8,811.059,15,668537,811.026,812.229,124.599,124.599,#FF0000,0.1,-459.638
2744,0,1,10570,814.082,13,668250,814.059,815.261,139.297,139.297,#FF0000,0.1,-358.721
2745,0,1,17141.1,746.273,23,668132,746.304,747.245,140.043,140.043,#FF0000,0.1,-645.379
2746,0,1,9108.14,829.02,11,297335,829.011,830.305,139.637,139.637,#FF0000,0.1,-874.836
2746,0,1,9108.14,760.019,12,668027,760.003,761.205,137.868,137.868,#FF0000,0.1,-874.836
2747,0,1,5584.19,931.705,6,245761,931.605,933.308,137.868,137.868,#FF0000,0.1,2.04874
2747,0,2,5584.19,798.748,7,910581,798.648,800.137,132.856,144.513,#FF0000,0.1,2.04874
2747,0,3,5584.19,699.03,8,891198,698.93,700.258,136.261,143.708,#FF0000,0.1,2.04874
2747,0,3,5584.19,621.472,9,729940,621.372,622.575,133.938,141.368,#FF0000,0.1,2.04874
2748,0,1,6563.54,821.45,8,667608,821.35,822.803,131.836,131.836,#FF0000,0.1,-443.148
2749,0,1,10257.3,933.489,11,667608,933.48,934.865,134.352,134.352,#FF0000,0.1,-621.368
2750,0,1,7001,778.896,9,667415,778.796,780.11,133.584,133.584,#FF0000,0.1,-430.174
2751,0,1,13241.6,697.934,19,667114,697.94,698.931,133.194,133.194,#FF0000,0.1,-408.106
2752,0,1,12476.9,1040.75,12,667066,1040.81,1042.18,131.154,131.154,#FF0000,0.1,-365.922
2753,0,1,8767.13,1253.45,7,667048,1253.35,1255.27,131.154,131.154,#FF0000,0.1,-552.107
2753,0,1,8767.13,731.601,12,499020,731.501,732.704,131.154,131.154,#FF0000,0.1,-552.107
2753,0,1,8767.13,675.402,13,360444,675.302,676.427,133.938,133.938,#FF0000,0.1,-552.107
2754,0,1,12269.2,877.379,14,666972,877.351,878.625,130.805,130.805,#FF0000,0.1,-359.836
2755,0,2,13193.4,880.57,15,1.05559e+06,880.603,881.806,126.326,130.113,#FF0000,0.1,-704.057
2756,0,2,9630.56,1071.07,9,1.00539e+06,1071.08,1072.62,125.985,132.168,#FF0000,0.1,-1123.53
2756,0,1,9630.56,688.905,14,133046,688.876,689.936,128.305,128.305,#FF0000,0.1,-1123.53
2757,0,1,15353.6,904.16,17,666513,904.178,905.38,130.463,130.463,#FF0000,0.1,-416.432
2757,0,1,15353.6,668.555,23,540686,668.542,669.483,128.305,128.305,#FF0000,0.1,-416.432
2758,0,1,5997.04,667.346,9,666412,667.246,668.448,127.533,127.533,#FF0000,0.1,-374.839
2759,0,1,21296.2,710.88,30,665756,710.947,711.782,136.261,136.261,#FF0000,0.1,-427.584
2760,0,1,4721.7,945.346,5,665715,945.246,947.05,126.674,126.674,#FF0000,0.1,-511.332
2761,0,1,19677,938.005,21,665645,938.096,939.203,140.816,140.816,#FF0000,0.1,-801.469
2762,0,1,15237.6,762.89,20,665554,762.89,763.942,130.805,130.805,#FF0000,0.1,-769.322
2763,0,1,7108.5,889.57,8,665466,889.47,891.049,131.495,131.495,#FF0000,0.1,-668.267
2764,0,1,18201.1,628.633,29,665122,628.671,629.459,127.912,127.912,#FF0000,0.1,-380.001
2765,0,1,7152.9,795.774,9,665092,795.674,797.1,131.495,131.495,#FF0000,0.1,-416.159
2766,0,1,14702.4,701.12,21,665072,701.116,702.08,137.868,137.868,#FF0000,0.1,-1188.76
2767,0,1,6259.07,1252.82,5,328420,1252.72,1254.93,133.938,133.938,#FF0000,0.1,-362.529
2767,0,1,6259.07,895.16,7,272007,895.06,896.692,128.305,128.305,#FF0000,0.1,-362.529
2767,0,1,6259.07,696.459,9,665069,696.359,697.673,133.194,133.194,#FF0000,0.1,-362.529
2768,0,1,7605.96,761.603,10,665027,761.503,762.806,133.194,133.194,#FF0000,0.1,-351.429
2769,0,1,9880.59,1412.52,7,664938,1412.56,1414.48,131.154,131.154,#FF0000,0.1,-715.13
2770,0,1,15416.2,701.743,22,664809,701.734,702.709,143.708,143.708,#FF0000,0.1,-437.614
2771,0,1,12305,879.937,14,613954,879.909,881.183,127.912,127.912,#FF0000,0.1,-112.784
2771,0,2,12305,821.342,15,740452,821.309,822.511,125.985,132.502,#FF0000,0.1,-112.784
2771,0,1,12305,724.832,17,664607,724.791,725.875,133.584,133.584,#FF0000,0.1,-112.784
2772,0,1,9119.32,760.95,12,664318,760.934,762.136,140.043,140.043,#FF0000,0.1,-442.763
2773,0,1,17562.5,879.135,20,664247,879.185,880.287,127.061,127.061,#FF0000,0.1,-437.112
2774,0,1,6003.67,751.467,8,663779,751.367,752.694,126.674,126.674,#FF0000,0.1,-657.936
2775,0,1,10235.8,732.135,14,663571,732.106,733.237,131.154,131.154,#FF0000,0.1,-714.897
2776,0,1,11177.4,932.458,12,663194,932.441,933.811,132.502,132.502,#FF0000,0.1,-476.076
2776,0,1,11177.4,746.168,15,410420,746.135,747.27,128.751,128.751,#FF0000,0.1,-476.076
2776,0,1,11177.4,699.595,16,388604,699.558,700.635,127.912,127.912,#FF0000,0.1,-476.076
2776,0,4,11177.4,658.502,17,1.82799e+06,658.461,659.486,129.083,137.383,#FF0000,0.1,-476.076
2777,0,1,7168.65,797.524,9,663181,797.424,798.849,133.194,133.194,#FF0000,0.1,-475.649
2778,0,1,6557.17,729.582,9,663178,729.482,730.795,131.154,131.154,#FF0000,0.1,-369.887
2779,0,1,15972.7,761.611,21,662919,761.654,762.618,132.502,132.502,#FF0000,0.1,-577.941
2780,0,1,18424.5,709.644,26,662804,709.698,710.592,139.297,139.297,#FF0000,0.1,-496.993
2781,0,1,13019.8,814.743,16,662741,814.768,815.908,132.168,132.168,#FF0000,0.1,-384.148
2782,0,26,441.641,442.648,1,8.77702e+06,442.548,444.754,97.9295,113.12,#FF0000,0.1,-348.959
2783,0,1,11678,730.88,16,662555,730.843,731.92,132.168,132.168,#FF0000,0.1,-374.149
2784,0,1,20298,700.938,29,662114,700.977,701.833,138.961,138.961,#FF0000,0.1,-489.945
2785,0,1,8032.88,893.549,9,661966,893.449,894.986,131.154,131.154,#FF0000,0.1,-422.045
2786,0,1,15993,800.659,20,661852,800.71,801.711,129.083,129.083,#FF0000,0.1,-741.232
2787,0,1,20147.6,775.914,26,660646,775.968,776.9,139.637,139.637,#FF0000,0.1,-573.29
2788,0,1,11126.2,856.871,13,660520,856.848,858.128,132.502,132.502,#FF0000,0.1,-576.039
2788,0,1,11126.2,795.738,14,586711,795.71,796.912,137.383,137.383,#FF0000,0.1,-576.039
2788,0,1,11126.2,742.756,15,567904,742.723,743.858,134.352,134.352,#FF0000,0.1,-576.039
2789,0,1,8253.26,1032.66,8,659841,1032.56,1034.27,125.313,125.313,#FF0000,0.1,-477.31
2789,0,1,8253.26,826.333,10,176098,826.233,827.636,129.776,129.776,#FF0000,0.1,-477.31
2790,0,1,16638.2,793.303,21,659464,793.346,794.357,134.816,134.816,#FF0000,0.1,-552.663
2791,0,1,12824,755.36,17,659095,755.378,756.404,138.961,138.961,#FF0000,0.1,-367.628
2791,0,1,12824,713.452,18,431354,713.463,714.443,138.63,138.63,#FF0000,0.1,-367.628
2792,0,2,5613.2,1404.31,4,489333,1404.21,1406.66,138.961,158.173,#FF0000,0.1,-19.4127
2792,0,11,5613.2,1123.65,5,1.98552e+06,1123.55,1125.55,132.502,163.354,#FF0000,0.1,-19.4127
2792,0,4,5613.2,936.541,6,1.26844e+06,936.441,938.144,123.725,143.345,#FF0000,0.1,-19.4127
2792,0,1,5613.2,702.657,8,445243,702.557,703.885,130.463,130.463,#FF0000,0.1,-19.4127
2792,0,5,5613.2,624.696,9,1.01919e+06,624.596,625.798,132.502,156.76,#FF0000,0.1,-19.4127
2793,0,1,8323.76,833.383,10,659012,833.283,834.686,125.985,125.985,#FF0000,0.1,-383.696
2794,0,1,12074.1,863.44,14,651280,863.412,864.686,138.63,138.63,#FF0000,0.1,-136.416
2794,0,4,12074.1,711.246,17,1.27496e+06,711.205,712.29,136.261,147.151,#FF0000,0.1,-136.416
2795,0,1,14226.4,712.329,20,658271,712.329,713.331,132.502,132.502,#FF0000,0.1,-394.076
2796,0,1,5979.08,665.35,9,658125,665.25,666.452,142.656,142.656,#FF0000,0.1,-742.055
2797,0,1,12362.4,728.206,17,658076,728.165,729.25,136.261,136.261,#FF0000,0.1,-372.61
2798,0,2,11951.5,797.775,15,1.02874e+06,797.742,798.945,137.012,139.637,#FF0000,0.1,-351.663
2799,0,1,8643.85,786.812,11,657906,786.712,788.006,130.805,130.805,#FF0000,0.1,-469.871
2800,0,1,17908.3,943.551,19,657806,943.609,944.759,139.637,139.637,#FF0000,0.1,-480.094
2800,0,1,17908.3,779.63,23,620353,779.661,780.646,134.816,134.816,#FF0000,0.1,-480.094
2800,0,1,17908.3,664.279,27,332923,664.29,665.158,143.003,143.003,#FF0000,0.1,-480.094
2801,0,1,12078.6,863.767,14,657413,863.738,865.013,137.868,137.868,#FF0000,0.1,-593.922
2802,0,1,11693.9,1064.09,11,657370,1064.08,1065.56,132.168,132.168,#FF0000,0.1,-508.332
2803,0,1,18294.6,963.882,19,527504,963.993,965.09,132.856,132.856,#FF0000,0.1,-775.375
2803,0,1,18294.6,872.18,21,657167,872.271,873.282,134.816,134.816,#FF0000,0.1,-775.375
2804,0,1,756.966,757.973,1,656564,757.873,760.079,128.751,128.751,#FF0000,0.1,-365.616
2805,0,2,2530.33,1266.17,2,1.28037e+06,1266.07,1268.78,123.725,124.108,#FF0000,0.1,-834.304
2806,0,1,9213.94,1024.78,9,655871,1024.79,1026.33,132.502,132.502,#FF0000,0.1,-600.765
2807,0,1,5335.88,1068.18,5,655774,1068.08,1070.09,131.836,131.836,#FF0000,0.1,-988.981
2808,0,1,5399.33,900.895,6,654986,900.795,902.498,135.213,135.213,#FF0000,0.1,-392.799
2809,0,2,10486,874.842,12,1.13269e+06,874.826,876.112,136.261,140.816,#FF0000,0.1,-358.461
2810,0,1,16650.1,980.424,17,654746,980.501,981.703,134.816,134.816,#FF0000,0.1,-377.063
2811,0,1,17480.9,833.43,21,654727,833.473,834.532,126.326,126.326,#FF0000,0.1,-654.771
2812,0,1,3487.36,872.848,4,654696,872.748,874.702,132.502,132.502,#FF0000,0.1,-412.627
2813,0,1,19952.1,739.973,27,654603,740.021,740.926,133.938,133.938,#FF0000,0.1,-434.898
2814,0,1,11203.4,862.807,13,654593,862.784,864.063,137.868,137.868,#FF0000,0.1,-438.827
2815,0,1,11147.4,697.719,16,654524,697.682,698.759,134.816,134.816,#FF0000,0.1,-1047.62
2816,0,1,15160.5,759.031,20,654273,759.032,760.084,134.352,134.352,#FF0000,0.1,-425.669
2817,0,1,20868.8,870.542,24,654269,870.651,871.644,127.912,127.912,#FF0000,0.1,-469.626
2818,0,1,13347,1027.7,13,654222,1027.76,1029.11,137.868,137.868,#FF0000,0.1,-401.634
2819,0,1,16610.8,1039.18,16,557993,1039.27,1040.54,131.154,131.154,#FF0000,0.1,-900.22
2819,0,1,16610.8,875.26,19,653722,875.319,876.415,130.805,130.805,#FF0000,0.1,-900.22
2820,0,1,6859.93,980.997,7,653688,980.897,982.529,135.213,135.213,#FF0000,0.1,-530.551
2821,0,1,2827.37,1414.69,2,653654,1414.59,1417.8,138.63,138.63,#FF0000,0.1,-915.366
2822,0,1,14297.9,842.062,17,653625,842.08,843.224,132.502,132.502,#FF0000,0.1,-419.214
2823,0,1,19025.5,952.283,20,653616,952.384,953.486,125.313,125.313,#FF0000,0.1,-1190.64
2823,0,1,19025.5,828.204,23,38439.8,828.278,829.262,121.197,121.197,#FF0000,0.1,-1190.64
2824,0,1,13710.5,857.913,16,510040,857.939,859.078,130.805,130.805,#FF0000,0.1,-893.181
2824,0,1,13710.5,807.507,17,653440,807.525,808.61,126.326,126.326,#FF0000,0.1,-893.181
2824,0,1,13710.5,762.702,18,583867,762.713,763.748,133.584,133.584,#FF0000,0.1,-893.181
2825,0,1,10459.3,805.572,13,653395,805.549,806.751,127.533,127.533,#FF0000,0.1,-1303.1
2825,0,1,10459.3,698.297,15,384925,698.263,699.332,130.805,130.805,#FF0000,0.1,-1303.1
2825,0,1,10459.3,654.716,16,289785,654.679,655.693,135.213,135.213,#FF0000,0.1,-1303.1
2826,0,1,14742.3,776.915,19,652895,776.921,777.965,130.805,130.805,#FF0000,0.1,-1235.54
2827,0,1,14260.2,951.688,15,652672,951.722,952.991,125.648,125.648,#FF0000,0.1,-541.396
2828,0,1,17228.7,907.783,19,652582,907.841,908.991,133.938,133.938,#FF0000,0.1,-620.844
2829,0,1,8537.52,854.759,10,652500,854.659,856.062,131.154,131.154,#FF0000,0.1,-403.158
2830,0,1,14942.1,934.886,16,652415,934.911,936.114,132.502,132.502,#FF0000,0.1,-430.787
2831,0,1,6043.13,756.399,8,652145,756.299,757.752,133.194,133.194,#FF0000,0.1,-377.482
2832,0,1,14574.2,768.073,19,651917,768.078,769.122,132.502,132.502,#FF0000,0.1,-628.969
2833,0,1,19277.2,772.095,25,651780,772.155,773.077,130.805,130.805,#FF0000,0.1,-414.789
2833,0,1,19277.2,714.977,27,598463,715.026,715.894,129.776,129.776,#FF0000,0.1,-414.789
2834,0,1,21378.8,713.635,30,651503,713.703,714.537,128.305,128.305,#FF0000,0.1,-766.183
2835,0,1,5734.24,1434.57,4,357241,1434.47,1436.92,125.648,125.648,#FF0000,0.1,-76.7934
2835,0,2,5734.24,1147.86,5,1.06063e+06,1147.76,1149.76,125.313,126.674,#FF0000,0.1,-76.7934
2835,0,2,5734.24,956.714,6,755026,956.614,958.318,126.674,127.061,#FF0000,0.1,-76.7934
2835,0,1,5734.24,717.787,8,49278.4,717.687,719.015,122.242,122.242,#FF0000,0.1,-76.7934
2835,0,1,5734.24,638.145,9,10916.4,638.045,639.247,115.095,115.095,#FF0000,0.1,-76.7934
2836,0,1,13132.3,876.496,15,651247,876.53,877.732,130.805,130.805,#FF0000,0.1,-359.002
2836,0,1,13132.3,773.497,17,529413,773.515,774.6,125.648,125.648,#FF0000,0.1,-359.002
2837,0,1,22869.9,817.79,28,650994,817.869,818.821,130.805,130.805,#FF0000,0.1,-352.189
2838,0,1,6289.54,1258.92,5,650953,1258.82,1261.02,126.326,126.326,#FF0000,0.1,-384.79
2839,0,1,5543.83,792.982,7,650939,792.882,794.371,131.495,131.495,#FF0000,0.1,-604.133
2840,0,1,5296.63,883.779,6,274325,883.679,885.382,130.113,130.113,#FF0000,0.1,-549.56
2840,0,1,5296.63,757.669,7,650753,757.569,759.057,127.533,127.533,#FF0000,0.1,-549.56
2841,0,1,13237.1,1019.25,13,650747,1019.3,1020.66,131.154,131.154,#FF0000,0.1,-881.442
2842,0,1,14687.5,700.414,21,650546,700.41,701.374,130.805,130.805,#FF0000,0.1,-350.28
2843,0,1,15966.3,761.307,21,650388,761.35,762.314,130.113,130.113,#FF0000,0.1,-531.426
2843,0,1,15966.3,726.747,22,473755,726.784,727.713,134.352,134.352,#FF0000,0.1,-531.426
2844,0,1,9811.1,892.925,11,650233,892.916,894.21,131.154,131.154,#FF0000,0.1,-1243.47
2845,0,1,17985.2,900.269,20,650052,900.319,901.422,135.213,135.213,#FF0000,0.1,-508.213
2846,0,2,10378,1038.81,10,1.08642e+06,1038.81,1040.31,125.985,130.805,#FF0000,0.1,-355.818
2846,0,2,10378,865.842,12,1.07516e+06,865.826,867.112,129.42,130.463,#FF0000,0.1,-355.818
2847,0,1,15894.2,994.393,16,565983,994.481,995.684,131.154,131.154,#FF0000,0.1,-695.663
2847,0,1,15894.2,935.959,17,649659,936.036,937.179,135.213,135.213,#FF0000,0.1,-695.663
2848,0,2,7393.54,822.512,9,929209,822.412,823.837,133.194,135.544,#FF0000,0.1,-581.519
2849,0,1,8452.7,1409.79,6,463670,1409.69,1411.9,132.168,132.168,#FF0000,0.1,-573.717
2849,0,1,8452.7,940.196,9,649524,940.096,941.633,130.463,130.463,#FF0000,0.1,-573.717
2850,0,1,15460,859.894,18,649312,859.961,861.052,134.352,134.352,#FF0000,0.1,-1090.59
2851,0,1,20810.2,868.097,24,649249,868.164,869.2,127.912,127.912,#FF0000,0.1,-714.91
2852,0,1,21621,746.558,29,649193,746.631,747.487,142.32,142.32,#FF0000,0.1,-752.33
2853,0,1,11937,629.272,19,648830,629.225,630.217,128.305,128.305,#FF0000,0.1,-372.368
2854,0,1,7514.24,1253.38,6,648533,1253.28,1255.32,134.352,134.352,#FF0000,0.1,-1214.65
2854,0,1,7514.24,1074.47,7,375642,1074.37,1076.15,135.213,135.213,#FF0000,0.1,-1214.65
2854,0,1,7514.24,940.287,8,529581,940.187,941.765,127.061,127.061,#FF0000,0.1,-1214.65
2854,0,1,7514.24,835.923,9,533383,835.823,837.248,130.805,130.805,#FF0000,0.1,-1214.65
2854,0,2,7514.24,684.12,11,550865,684.02,685.222,139.637,141.368,#FF0000,0.1,-1214.65
2855,0,1,16132.4,807.63,20,648227,807.68,808.732,152.899,152.899,#FF0000,0.1,-761.814
2856,0,2,10750.8,633.405,17,1.0856e+06,633.364,634.33,128.305,128.751,#FF0000,0.1,-711.004
2857,0,1,5624.72,704.097,8,647390,703.997,705.325,126.326,126.326,#FF0000,0.1,-424.336
2858,0,1,5301.68,663.717,8,647250,663.617,664.945,128.751,128.751,#FF0000,0.1,-417.194
2859,0,1,15336.8,698.134,22,647085,698.125,699.1,138.961,138.961,#FF0000,0.1,-596.897
2860,0,1,8041.96,894.559,9,647071,894.459,895.995,131.495,131.495,#FF0000,0.1,-431.334
2861,0,1,15965.4,940.146,17,646459,940.223,941.367,150.256,150.256,#FF0000,0.1,-466.989
2862,0,1,11531.9,721.752,16,646175,721.714,722.791,131.495,131.495,#FF0000,0.1,-627.817
2863,0,5,7199.32,1029.48,7,1.2382e+06,1029.38,1031.16,135.544,148.479,#FF0000,0.1,-392.502
2864,0,1,14775.1,821.845,18,646087,821.857,822.948,133.938,133.938,#FF0000,0.1,-889.867
2865,0,1,6360.89,707.772,9,646029,707.672,708.986,138.63,138.63,#FF0000,0.1,-662.869
2866,0,2,6133.57,877.232,7,1.08378e+06,877.132,878.764,130.113,132.168,#FF0000,0.1,-447.473
2867,0,2,6181.69,884.105,7,498394,884.005,885.637,127.533,135.213,#FF0000,0.1,-522.634
2867,0,1,6181.69,773.718,8,645928,773.618,775.071,132.168,132.168,#FF0000,0.1,-522.634
2868,0,1,6650.14,951.028,7,645457,950.928,952.56,131.154,131.154,#FF0000,0.1,-382.283
2868,0,1,6650.14,832.275,8,512016,832.175,833.628,136.261,136.261,#FF0000,0.1,-382.283
2869,0,1,19898.7,711.676,28,645399,711.72,712.6,134.816,134.816,#FF0000,0.1,-418.53
2870,0,1,2431.88,811.632,3,645169,811.532,813.403,131.154,131.154,#FF0000,0.1,-367.185
2871,0,6,5707.73,1427.94,4,2.46541e+06,1427.84,1430.29,123.378,162.752,#FF0000,0.1,-0.767435
2871,0,2,5707.73,1142.55,5,96216.9,1142.45,1144.46,152.405,157.145,#FF0000,0.1,-0.767435
2871,0,4,5707.73,952.295,6,1.69074e+06,952.195,953.898,129.083,133.194,#FF0000,0.1,-0.767435
2871,0,4,5707.73,816.397,7,592488,816.297,817.785,135.213,163.354,#FF0000,0.1,-0.767435
2871,0,2,5707.73,714.473,8,129011,714.373,715.701,144.124,164.584,#FF0000,0.1,-0.767435
2872,0,1,7533.29,1884.33,4,644879,1884.23,1887.19,132.168,132.168,#FF0000,0.1,-646.917
2873,0,1,3797.85,950.47,4,644740,950.37,952.325,125.648,125.648,#FF0000,0.1,-730.968
2874,0,1,12722.6,670.619,19,644367,670.624,671.563,129.083,129.083,#FF0000,0.1,-393.72
2875,0,1,2606.11,869.711,3,644235,869.611,871.481,140.043,140.043,#FF0000,0.1,-387.644
2876,0,1,15527.4,863.641,18,644179,863.708,864.799,139.297,139.297,#FF0000,0.1,-715.357
2877,0,1,22466,803.363,28,643950,803.442,804.358,130.113,130.113,#FF0000,0.1,-462.701
2878,0,1,14544.3,809.024,18,643897,809.035,810.126,124.599,124.599,#FF0000,0.1,-506.237
2879,0,1,4702.09,941.425,5,643775,941.325,943.129,129.083,129.083,#FF0000,0.1,-754.552
2880,0,1,16187,900.283,18,643715,900.35,901.497,130.805,130.805,#FF0000,0.1,-436.073
2881,0,1,3786.15,1263.06,3,643518,1262.96,1265.5,127.533,127.533,#FF0000,0.1,-372.238
2882,0,1,9990.6,909.244,11,643510,909.235,910.619,131.495,131.495,#FF0000,0.1,-409.858
2882,0,1,9990.6,769.515,13,606292,769.492,770.694,133.938,133.938,#FF0000,0.1,-409.858
2883,0,1,4249.29,1417.44,3,643344,1417.34,1419.88,135.544,135.544,#FF0000,0.1,-931.825
2884,0,2,22490.9,938.126,24,129180,938.235,939.271,169.123,178.978,#FF0000,0.1,-296.268
2884,0,2,22490.9,866.04,26,107941,866.133,867.104,171.773,180.312,#FF0000,0.1,-296.268
2884,0,3,22490.9,834.002,27,226462,834.088,835.03,162.752,183.625,#FF0000,0.1,-296.268
2884,0,1,22490.9,804.252,28,643167,804.331,805.247,150.256,150.256,#FF0000,0.1,-296.268
2884,0,1,22490.9,776.554,29,52960.9,776.627,777.518,176.327,176.327,#FF0000,0.1,-296.268
2884,0,4,22490.9,750.703,30,616958,750.77,751.638,155.172,185.607,#FF0000,0.1,-296.268
2885,0,2,13079.4,818.468,16,1.03335e+06,818.493,819.633,126.674,128.751,#FF0000,0.1,-428.363
2886,0,1,16110.3,896.025,18,350879,896.092,897.239,134.816,134.816,#FF0000,0.1,-707.989
2886,0,1,16110.3,806.523,20,642623,806.573,807.625,134.352,134.352,#FF0000,0.1,-707.989
2887,0,1,16069.7,804.494,20,642085,804.544,805.546,127.533,127.533,#FF0000,0.1,-656.509
2888,0,1,3746.5,750.308,5,641941,750.208,751.811,139.297,139.297,#FF0000,0.1,-1038.39
2889,0,1,12015,859.219,14,312919,859.191,860.465,142.32,142.32,#FF0000,0.1,-199.115
2889,0,1,12015,802.005,15,641909,801.972,803.174,138.961,138.961,#FF0000,0.1,-199.115
2890,0,1,15449.8,814.157,19,641856,814.215,815.26,133.584,133.584,#FF0000,0.1,-107.412
2890,0,1,15449.8,773.5,20,429917,773.55,774.552,128.305,128.305,#FF0000,0.1,-107.412
2891,0,1,24616,821.541,30,641200,821.642,822.543,135.544,135.544,#FF0000,0.1,-357.663
2892,0,1,21289.2,761.336,28,641165,761.415,762.295,125.985,125.985,#FF0000,0.1,-449.544
2893,0,1,24124.5,805.157,30,640906,805.258,806.16,128.305,128.305,#FF0000,0.1,-370.805
2894,0,1,14993.9,938.127,16,640830,938.152,939.355,139.637,139.637,#FF0000,0.1,-445.423
2895,0,1,12347.9,950.847,13,640646,950.825,952.181,133.194,133.194,#FF0000,0.1,-467.166
2896,0,1,13495,711.271,19,640161,711.277,712.268,134.816,134.816,#FF0000,0.1,-1171.66
2896,0,1,13495,675.758,20,380027,675.758,676.71,134.816,134.816,#FF0000,0.1,-1171.66
2897,0,1,12892,759.36,17,639909,759.378,760.403,129.083,129.083,#FF0000,0.1,-384.519
2898,0,1,9423.24,857.665,11,639837,857.657,858.95,135.544,135.544,#FF0000,0.1,-639.322
2898,0,1,9423.24,786.277,12,233890,786.261,787.463,135.213,135.213,#FF0000,0.1,-639.322
2899,0,1,18695.7,1039.66,18,639809,1039.78,1040.98,131.154,131.154,#FF0000,0.1,-578.535
2900,0,1,20704.9,797.348,26,639661,797.402,798.373,134.352,134.352,#FF0000,0.1,-978.767
2901,0,1,20199.4,749.134,27,639265,749.183,750.088,125.313,125.313,#FF0000,0.1,-700.531
2902,0,1,9661.79,1074.54,9,341130,1074.55,1076.09,137.868,137.868,#FF0000,0.1,-419.478
2902,0,1,9661.79,744.222,13,638916,744.199,745.324,132.502,132.502,#FF0000,0.1,-419.478
2903,0,2,12831,755.773,17,1.27539e+06,755.791,756.816,141.855,147.151,#FF0000,0.1,-371.853
2904,0,2,10750.3,717.694,15,873753,717.661,718.73,122.995,126.326,#FF0000,0.1,-139.613
2904,0,2,10750.3,672.901,16,786881,672.864,673.878,128.305,130.113,#FF0000,0.1,-139.613
2905,0,1,22375.9,800.148,28,638435,800.227,801.143,133.584,133.584,#FF0000,0.1,-728.251
2906,0,1,20349.6,727.779,28,638380,727.823,728.703,125.313,125.313,#FF0000,0.1,-427.799
2907,0,1,24341.2,840.361,29,638236,840.468,841.394,130.805,130.805,#FF0000,0.1,-458.478
2908,0,1,23312.4,804.881,29,638114,804.954,805.88,150.642,150.642,#FF0000,0.1,-987.537
2908,0,1,23312.4,778.086,30,379531,778.153,779.054,144.124,144.124,#FF0000,0.1,-987.537
2909,0,1,16733,797.819,21,637996,797.862,798.873,140.043,140.043,#FF0000,0.1,-507.379
2910,0,1,12772.1,799.267,16,637969,799.292,800.369,133.938,133.938,#FF0000,0.1,-413.316
2911,0,1,6149.7,769.719,8,637948,769.619,771.072,131.836,131.836,#FF0000,0.1,-354.367
2912,0,1,3802.14,1268.39,3,637422,1268.29,1270.82,127.061,127.061,#FF0000,0.1,-1049.61
2913,0,1,11859.7,742.236,16,328061,742.198,743.275,137.383,137.383,#FF0000,0.1,-708.791
2913,0,1,11859.7,659.877,18,637217,659.833,660.812,135.544,135.544,#FF0000,0.1,-708.791
2914,0,1,4224.09,845.826,5,636931,845.726,847.329,132.168,132.168,#FF0000,0.1,-792.079
2915,0,1,20882.8,774.443,27,636629,774.529,775.435,135.213,135.213,#FF0000,0.1,-557.016
2916,0,1,8608.14,783.566,11,636549,783.466,784.759,133.938,133.938,#FF0000,0.1,-416.581
2917,0,3,5729.22,1433.31,4,1.2142e+06,1433.21,1435.67,119.724,130.463,#FF0000,0.1,-325.02
